,species,scenario,julian,hour,Tpref_mean,Rabs_sun,Rabs_shade,Te_sun,Te_shade,Tb_sun,Tb_shade,activity_status_5C,activity_status_25C,activity_status_skewed_5C,activity_status_skewed_10C,ro,rcm,growth_k,growth_linf
17,Sceloporus mucronatus,mucronatus_usa,1.0,60.0,35,426.569931033064,235.81846450705157,23.143854247558803,24.60228043834615,17.50686118955697,18.198868720116625,[0.0],[0.0],[0.0],[0.0],,,0.000839,98.96
18,Sceloporus grammicus,grammicus_mexico,1.0,0.0,35,252.30243422664512,249.61142557877955,15.342243903921968,14.800727821035602,13.136999627507507,12.71094932298271,[0.0],[0.0],[0.0],[0.0],,,0.002873,53.28
19,Sceloporus grammicus,grammicus_mexico,1.0,60.0,35,535.5447825408073,261.27579664352356,28.81115921796437,30.864022551193656,25.469007258914747,26.99329960095808,[0.0],[0.0],[0.0],[0.0],,,0.002873,53.28
20,Sceloporus grammicus,grammicus_laguna,1.0,0.0,35,261.9746319030098,259.016745582826,18.525210168283753,17.937025239961557,14.967801052128786,14.534320886243849,[0.0],[0.0],[0.0],[0.0],,,0.002843,50.05
21,Sceloporus grammicus,grammicus_laguna,1.0,60.0,35,549.4828107480478,270.98870993083943,32.87540640117568,34.9004323294328,28.16533700302388,29.54372514283965,[0.0],[0.0],[0.0],[1.0],,,0.002843,50.05
22,Sceloporus grammicus,grammicus_paredon,1.0,0.0,35,261.9746319030098,259.016745582826,18.525210168283753,17.937025239961557,14.967801052128786,14.534320886243849,[0.0],[0.0],[0.0],[0.0],,,0.001952,52.94
23,Sceloporus grammicus,grammicus_paredon,1.0,60.0,35,553.7231221555232,270.98870993083943,33.091087511089185,35.11518100144986,28.324289534450084,29.70199048675974,[0.0],[0.0],[0.0],[1.0],,,0.001952,52.94
24,Sceloporus undulatus,maculata_nebraska,1.0,0.0,35,203.19372632951396,198.1941420528056,2.311629047523992,1.2241853671826508,3.0141223297906596,2.210836562842765,[0.0],[0.0],[0.0],[0.0],11.0,,0.003083,62.78
25,Sceloporus undulatus,maculata_nebraska,1.0,60.0,35,351.9507051304433,205.05960919074747,10.307982560015555,10.989559671365582,8.044125633995924,8.264833328450017,[0.0],[0.0],[0.0],[0.0],11.0,,0.003083,62.78
26,Holbrookia maculata,undulatus_nebraska,1.0,0.0,35,203.19372632951396,198.1941420528056,1.8887258563633011,0.8099123210642816,2.563379017837468,1.7184969616140493,[0.0],[0.0],[0.0],[0.0],,,,
27,Holbrookia maculata,undulatus_nebraska,1.0,60.0,35,351.9507051304433,205.05960919074747,9.574557930838358,10.251557625232055,7.666492287683845,7.929317658853279,[0.0],[0.0],[0.0],[0.0],,,,
28,Sceloporus undulatus,undulatus_newjersey,1.0,0.0,35,229.5616552941578,216.68320419749182,10.565458049407894,7.945230851374364,8.687550565674206,6.951445432812511,[0.0],[0.0],[0.0],[0.0],,,0.007801000000000001,70.499
29,Sceloporus undulatus,undulatus_newjersey,1.0,60.0,35,381.92087888998253,228.60897297312027,19.120687697821694,18.891224016269724,15.600318641879564,14.862481124499485,[0.0],[0.0],[0.0],[0.0],,,0.007801000000000001,70.499
30,Sceloporus merriami,merriami_usa,1.0,0.0,35,254.0244389794297,249.203327362504,16.761953392180832,15.82793546530708,13.522235636667414,12.845484029491233,[0.0],[0.0],[0.0],[0.0],,,0.003058,57.18
31,Sceloporus merriami,merriami_usa,1.0,60.0,35,479.875695826232,259.3625279270985,28.25754428490828,29.457739437153435,24.198844214526094,24.882052303492024,[0.0],[0.0],[0.0],[0.0],,,0.003058,57.18
32,Acanthodactylus boskianus,boskianus_gabal,1.0,0.0,35,280.0905021334952,270.0224168400347,25.075791278307562,23.197329770717385,17.301950337414986,16.15087540060342,[0.0],[0.0],[0.0],[0.0],,,,
33,Acanthodactylus boskianus,boskianus_gabal,1.0,60.0,35,476.8986156140942,283.8834264795579,35.887519123284605,36.98781523815005,28.69072904241321,28.919238824573636,[0.0],[0.0],[0.0],[1.0],,,,
34,Acanthodactylus boskianus,boskianus_mallahat,1.0,0.0,35,280.0905021334952,270.0224168400347,24.778173922411682,22.9080137732608,17.534696861681383,16.34945647273729,[0.0],[0.0],[0.0],[0.0],,,,
35,Acanthodactylus boskianus,boskianus_mallahat,1.0,60.0,35,476.57670001149745,283.8834264795579,35.36192884122111,36.45840037124675,28.832956732537788,29.09378347507757,[0.0],[0.0],[0.0],[1.0],,,,
